signup_date,termination_date,membership_cost
2014-01-12,2014-06-21,1462.0
2014-01-01,2014-03-17,1062.0
2014-01-01,2014-06-27,1173.0
2014-01-25,2014-06-29,1683.0
2014-01-05,2014-05-21,1101.0
2014-01-27,2014-06-18,1653.0
2014-01-05,2014-05-01,687.0
2014-01-01,2014-04-05,1357.0
2014-01-19,2014-04-25,1011.0
2014-01-08,2014-06-25,804.0
2014-01-18,2014-04-13,866.0
2014-01-11,2014-06-29,920.0
2014-01-17,2014-05-04,1296.0
2014-01-07,2014-03-16,946.0
2014-01-24,2014-04-17,1101.0
2014-01-09,2014-06-18,1174.0
2014-01-02,2014-03-01,1153.0
2014-01-18,2014-06-01,1150.0
2014-01-21,2014-02-26,747.0
2014-01-25,2014-06-22,1036.0
2014-01-05,2014-06-30,1106.0
2014-01-20,2014-06-26,1221.0
2014-01-03,2014-02-16,1480.0
2014-01-09,2014-06-29,1058.0
2014-01-01,2014-06-28,1161.0
2014-01-06,2014-05-04,1063.0
2014-01-09,2014-05-01,1337.0
2014-01-22,2014-03-09,1053.0
2014-01-24,2014-06-21,981.0
2014-01-19,2014-03-07,1349.0
2014-01-23,2014-03-22,1393.0
2014-01-18,2014-05-15,1178.0
2014-01-27,2014-06-28,1144.0
2014-01-18,2014-06-20,1457.0
2014-01-03,2014-03-22,1219.0
2014-01-12,2014-06-22,1270.0
2014-01-07,2014-05-18,1260.0
2014-01-28,2014-05-26,1091.0
2014-01-04,2014-04-06,1030.0
2014-01-12,2014-04-04,1128.0
2014-01-23,2014-06-27,1332.0
2014-01-22,2014-06-07,1135.0
2014-01-18,2014-04-23,1483.0
2014-01-02,2014-06-21,1192.0
2014-01-09,2014-05-25,1078.0
2014-01-23,2014-04-12,1517.0
2014-01-24,2014-05-26,1036.0
2014-01-18,2014-03-18,1051.0
2014-01-23,2014-06-30,1353.0
2014-01-25,2014-05-13,1073.0
2014-01-27,2014-05-01,1204.0
2014-01-24,2014-05-29,1154.0
2014-01-28,2014-05-10,1126.0
2014-01-15,2014-03-26,918.0
2014-01-10,2014-03-09,946.0
2014-01-06,2014-06-22,1003.0
2014-01-09,2014-06-02,1019.0
2014-01-27,2014-06-22,990.0
2014-01-23,2014-06-23,1175.0
2014-01-10,2014-05-19,1528.0
2014-01-05,2014-06-28,1030.0
2014-01-01,2014-05-09,1116.0
2014-01-22,2014-04-20,1086.0
2014-01-21,2014-05-01,1182.0
2014-01-28,2014-04-08,756.0
2014-01-03,2014-06-16,927.0
2014-01-12,2014-06-01,1075.0
2014-01-14,2014-06-13,1159.0
2014-01-22,2014-06-27,1042.0
2014-01-31,2014-04-17,1001.0
2014-01-19,2014-04-15,1074.0
2014-01-18,2014-05-28,914.0
2014-01-18,2014-05-30,1446.0
2014-01-07,2014-06-28,967.0
2014-01-16,2014-06-25,1326.0
2014-01-06,2014-03-09,1304.0
2014-01-02,2014-06-27,1399.0
2014-01-17,2014-06-29,1071.0
2014-01-18,2014-06-07,1377.0
2014-01-11,2014-06-22,1478.0
2014-01-24,2014-06-18,1216.0
2014-01-11,2014-05-17,1033.0
2014-01-21,2014-05-28,1064.0
2014-01-26,2014-06-30,1236.0
2014-01-03,2014-03-23,1139.0
2014-01-20,2014-06-25,1431.0
2014-01-24,2014-06-27,1166.0
2014-01-01,2014-05-18,1326.0
2014-01-01,2014-05-18,1394.0
2014-01-17,2014-06-29,1265.0
2014-01-24,2014-06-30,1128.0
2014-01-06,2014-06-26,1147.0
2014-01-04,2014-06-30,1595.0
2014-01-10,2014-06-29,1401.0
2014-01-31,2014-02-23,1469.0
2014-01-26,2014-04-26,1455.0
2014-01-21,2014-04-05,1128.0
2014-01-01,2014-06-27,1636.0
2014-01-17,2014-06-15,738.0
2014-01-06,2014-04-22,1257.0
2014-01-23,2014-06-26,985.0
2014-01-12,2014-05-17,949.0
2014-01-13,2014-06-07,1319.0
2014-01-31,2014-03-09,672.0
2014-01-16,2014-06-25,1336.0
2014-01-06,2014-06-30,1106.0
2014-01-16,2014-06-21,1296.0
2014-01-17,2014-03-24,1143.0
2014-01-28,2014-03-17,1194.0
2014-01-17,2014-04-26,1176.0
2014-01-04,2014-04-27,1418.0
2014-01-31,2014-05-30,956.0
2014-01-06,2014-06-28,1243.0
2014-01-25,2014-05-18,1322.0
2014-01-21,2014-06-15,1230.0
2014-01-29,2014-05-07,1186.0
2014-01-21,2014-06-19,1218.0
2014-01-18,2014-03-16,1407.0
2014-01-20,2014-06-27,1581.0
2014-01-09,2014-04-25,1401.0
2014-01-18,2014-04-03,1078.0
2014-01-01,2014-05-26,1256.0
2014-01-26,2014-05-28,1193.0
2014-01-28,2014-06-26,1296.0
2014-01-31,2014-07-01,1273.0
2014-01-25,2014-02-16,1544.0
2014-01-08,2014-06-20,949.0
2014-01-09,2014-03-29,1262.0
2014-01-23,2014-06-28,1220.0
2014-01-24,2014-06-07,1683.0
2014-01-18,2014-06-22,1148.0
2014-01-09,2014-04-13,1448.0
2014-01-11,2014-06-19,1431.0
2014-01-10,2014-06-19,1329.0
2014-01-17,2014-06-20,1467.0
2014-01-24,2014-05-19,1419.0
2014-01-25,2014-06-26,1317.0
2014-01-23,2014-06-17,1173.0
2014-01-07,2014-03-25,1174.0
2014-01-30,2014-06-26,1557.0
2014-01-04,2014-03-11,1255.0
2014-01-29,2014-03-16,1357.0
2014-01-23,2014-05-20,1643.0
2014-01-07,2014-06-29,1355.0
2014-01-06,2014-06-25,965.0
2014-01-06,2014-06-05,1269.0
2014-01-28,2014-04-29,1122.0
2014-01-06,2014-06-26,1643.0
2014-01-16,2014-04-10,1161.0
2014-01-20,2014-04-03,1077.0
2014-01-30,2014-05-20,1130.0
2014-01-23,2014-06-28,998.0
2014-01-23,2014-06-22,1219.0
2014-01-17,2014-06-25,864.0
2014-01-11,2014-04-23,1143.0
2014-01-19,2014-06-23,1126.0
2014-01-28,2014-06-26,970.0
2014-01-11,2014-06-16,1260.0
2014-01-09,2014-07-01,1303.0
2014-01-31,2014-06-29,976.0
2014-01-09,2014-06-27,1059.0
2014-01-04,2014-06-28,1287.0
2014-01-10,2014-06-28,949.0
2014-01-31,2014-03-09,1129.0
2014-01-25,2014-06-23,1025.0
2014-01-21,2014-05-05,1302.0
2014-01-31,2014-06-29,1638.0
2014-01-17,2014-05-12,1019.0
2014-01-17,2014-02-23,1497.0
2014-01-31,2014-06-21,1017.0
2014-01-16,2014-05-28,1199.0
2014-01-11,2014-06-12,944.0
2014-01-09,2014-03-30,1277.0
2014-01-19,2014-05-17,1133.0
2014-01-18,2014-05-26,1363.0
2014-01-02,2014-02-27,967.0
2014-01-18,2014-06-08,1427.0
2014-01-22,2014-02-20,1615.0
2014-01-01,2014-06-24,1562.0
2014-01-05,2014-06-27,974.0
2014-01-05,2014-03-12,1209.0
2014-01-01,2014-06-21,1233.0
2014-01-03,2014-04-06,1388.0
2014-01-01,2014-06-27,1044.0
2014-01-10,2014-03-23,828.0
2014-01-17,2014-06-07,1789.0
2014-01-17,2014-05-14,858.0
2014-01-25,2014-06-14,1344.0
2014-01-31,2014-03-14,1398.0
2014-01-23,2014-05-17,1176.0
2014-01-02,2014-06-03,1297.0
2014-01-18,2014-06-23,1392.0
2014-01-27,2014-07-01,1171.0
2014-01-17,2014-06-08,1007.0
2014-01-14,2014-04-21,1147.0
2014-01-21,2014-05-06,885.0
2014-01-19,2014-03-11,1019.0
2014-01-09,2014-06-13,1322.0
2014-01-11,2014-05-31,1435.0
2014-01-11,2014-05-24,1037.0
2014-01-21,2014-03-25,1345.0
2014-01-21,2014-04-18,1455.0
2014-01-25,2014-06-30,1264.0
2014-01-22,2014-04-26,1103.0
2014-01-17,2014-06-29,1221.0
2014-01-03,2014-06-22,1224.0
2014-01-18,2014-06-29,1468.0
2014-01-16,2014-06-24,1048.0
2014-01-08,2014-06-30,1130.0
2014-01-06,2014-07-01,1206.0
2014-01-19,2014-06-14,1144.0
2014-01-26,2014-06-22,1378.0
2014-01-31,2014-05-11,968.0
2014-01-25,2014-06-24,788.0
2014-01-31,2014-06-22,1104.0
2014-01-30,2014-06-29,1354.0
2014-01-29,2014-03-19,1231.0
2014-01-01,2014-03-07,1348.0
2014-01-17,2014-05-04,1057.0
2014-01-24,2014-06-22,758.0
2014-01-14,2014-06-30,1312.0
2014-01-02,2014-04-07,1101.0
2014-01-18,2014-03-29,939.0
2014-01-11,2014-03-16,1133.0
2014-01-14,2014-04-08,1492.0
2014-01-14,2014-06-27,1162.0
2014-01-20,2014-06-13,1024.0
2014-01-24,2014-05-18,1054.0
2014-01-11,2014-06-15,1204.0
2014-01-26,2014-06-26,1000.0
2014-01-15,2014-06-21,1014.0
2014-01-07,2014-02-22,1089.0
2014-01-10,2014-06-28,681.0
2014-01-17,2014-05-04,965.0
2014-01-11,2014-05-04,1027.0
2014-01-06,2014-06-19,815.0
2014-01-12,2014-05-08,1121.0
2014-01-05,2014-07-01,840.0
2014-01-30,2014-03-20,1394.0
2014-01-31,2014-06-27,1160.0
2014-01-18,2014-05-07,1105.0
2014-01-01,2014-03-16,1080.0
2014-01-08,2014-03-08,1028.0
2014-01-11,2014-06-28,1149.0
2014-01-14,2014-03-06,1010.0
2014-01-17,2014-04-01,1262.0
2014-01-01,2014-05-31,1279.0
2014-01-07,2014-04-13,1106.0
2014-01-26,2014-02-18,1064.0
2014-01-20,2014-06-25,1247.0
2014-01-07,2014-06-30,1388.0
2014-01-03,2014-06-22,1211.0
2014-01-31,2014-03-27,1013.0
2014-01-23,2014-06-27,1357.0
2014-01-06,2014-04-25,1491.0
2014-01-05,2014-06-20,1373.0
2014-01-06,2014-05-03,1394.0
2014-01-02,2014-05-09,1292.0
2014-01-21,2014-05-30,1440.0
2014-01-04,2014-05-05,930.0
2014-01-06,2014-05-01,1157.0
2014-01-01,2014-06-19,834.0
2014-01-21,2014-04-22,1057.0
2014-01-19,2014-02-21,1176.0
2014-01-04,2014-03-17,1424.0
2014-01-18,2014-06-13,1217.0
2014-01-31,2014-05-12,1226.0
2014-01-24,2014-05-13,1317.0
2014-01-25,2014-06-22,1032.0
2014-01-31,2014-03-01,1485.0
2014-01-11,2014-06-05,1483.0
2014-01-06,2014-06-26,1240.0
2014-01-07,2014-03-18,1158.0
2014-01-27,2014-02-24,1467.0
2014-01-01,2014-06-30,908.0
2014-01-17,2014-06-29,1195.0
2014-01-08,2014-05-02,1181.0
2014-01-09,2014-06-14,1538.0
2014-01-18,2014-05-25,1274.0
2014-01-11,2014-06-14,1291.0
2014-01-24,2014-03-11,894.0
2014-01-27,2014-06-23,808.0
2014-01-09,2014-06-23,1358.0
2014-01-27,2014-06-14,1254.0
2014-01-22,2014-04-12,989.0
2014-01-01,2014-05-18,1059.0
2014-01-27,2014-06-26,1272.0
2014-01-31,2014-05-18,1388.0
2014-01-26,2014-05-01,1402.0
2014-01-02,2014-05-27,1407.0
2014-01-07,2014-06-21,1157.0
2014-01-21,2014-02-28,1163.0
2014-01-13,2014-06-28,1133.0
2014-01-11,2014-05-09,1201.0
2014-01-11,2014-03-01,1464.0
2014-01-20,2014-06-28,1467.0
2014-01-15,2014-06-23,1306.0
2014-01-24,2014-06-08,1264.0
2014-01-29,2014-04-01,1332.0
2014-01-22,2014-06-27,949.0
2014-01-13,2014-06-30,1065.0
2014-01-17,2014-02-16,1446.0
2014-01-18,2014-05-24,1280.0
2014-01-27,2014-03-23,1142.0
2014-01-30,2014-04-20,1111.0
2014-01-12,2014-06-29,1417.0
2014-01-23,2014-04-06,1375.0
2014-01-31,2014-04-29,1094.0
2014-01-13,2014-06-14,1497.0
2014-01-24,2014-06-01,1001.0
2014-01-09,2014-06-27,1476.0
2014-01-15,2014-03-23,1065.0
2014-01-18,2014-05-05,929.0
2014-01-10,2014-06-15,1067.0
2014-01-09,2014-06-25,1319.0
2014-01-24,2014-06-28,1195.0
2014-01-03,2014-06-27,968.0
2014-01-26,2014-05-20,1257.0
2014-01-05,2014-05-23,1689.0
2014-01-24,2014-06-06,1259.0
2014-01-06,2014-06-15,1298.0
2014-01-30,2014-03-11,850.0
2014-01-24,2014-06-21,1075.0
2014-01-26,2014-03-06,1354.0
2014-01-30,2014-03-16,1273.0
2014-01-25,2014-05-05,1129.0
2014-01-18,2014-06-01,764.0
2014-01-28,2014-05-28,1315.0
2014-01-17,2014-06-20,1439.0
2014-01-21,2014-06-17,1030.0
2014-01-29,2014-04-27,834.0
2014-01-27,2014-05-23,1157.0
2014-01-17,2014-05-10,1040.0
2014-01-20,2014-04-12,1495.0
2014-01-16,2014-06-26,1257.0
2014-01-08,2014-06-19,963.0
2014-01-29,2014-06-05,990.0
2014-01-16,2014-02-21,1303.0
2014-01-16,2014-06-28,1378.0
2014-01-18,2014-04-15,1116.0
2014-01-28,2014-06-23,1671.0
2014-01-21,2014-06-03,1022.0
2014-01-30,2014-03-15,1385.0
2014-01-24,2014-05-03,1320.0
2014-01-24,2014-04-28,1073.0
2014-01-29,2014-05-24,1621.0
2014-01-06,2014-06-29,1109.0
2014-01-24,2014-05-11,1213.0
2014-01-22,2014-05-09,971.0
2014-01-01,2014-06-28,1127.0
2014-01-18,2014-06-10,928.0
2014-01-14,2014-05-16,935.0
2014-01-18,2014-06-30,1300.0
2014-01-06,2014-05-31,1139.0
2014-01-25,2014-04-18,1026.0
2014-01-01,2014-06-30,1116.0
2014-01-08,2014-05-31,1140.0
2014-01-25,2014-06-01,1351.0
2014-01-18,2014-06-30,1415.0
2014-01-05,2014-02-17,976.0
2014-01-17,2014-06-21,997.0
2014-01-04,2014-04-28,1248.0
2014-01-20,2014-06-27,1107.0
2014-01-05,2014-04-25,1424.0
2014-01-20,2014-02-22,1211.0
2014-01-06,2014-04-20,1018.0
2014-01-10,2014-03-08,1221.0
2014-01-25,2014-06-05,1082.0
2014-01-24,2014-04-26,1342.0
2014-01-30,2014-06-28,1298.0
2014-01-15,2014-06-27,1233.0
2014-01-12,2014-05-25,1352.0
2014-01-24,2014-06-26,1181.0
2014-01-15,2014-06-29,1156.0
2014-01-28,2014-06-07,1202.0
2014-01-27,2014-05-02,1257.0
2014-01-21,2014-06-11,1098.0
2014-01-24,2014-02-24,930.0
2014-01-10,2014-04-07,1176.0
2014-01-31,2014-06-29,1213.0
2014-01-25,2014-03-25,1164.0
2014-01-09,2014-06-06,1221.0
2014-01-03,2014-06-10,1222.0
2014-01-01,2014-04-09,954.0
2014-01-31,2014-04-07,1313.0
2014-01-14,2014-05-30,1247.0
2014-01-24,2014-05-09,1045.0
2014-01-01,2014-03-22,1314.0
2014-01-29,2014-06-23,853.0
2014-01-01,2014-04-27,989.0
2014-01-06,2014-05-11,1321.0
2014-01-03,2014-05-17,1557.0
2014-01-25,2014-06-18,1324.0
2014-01-18,2014-05-02,1300.0
2014-01-15,2014-06-29,872.0
2014-01-04,2014-06-01,998.0
2014-01-07,2014-05-27,1273.0
2014-01-01,2014-03-20,1336.0
2014-01-17,2014-03-08,1036.0
2014-01-04,2014-06-29,1771.0
2014-01-12,2014-06-30,1202.0
2014-01-10,2014-06-06,670.0
2014-01-18,2014-05-21,938.0
2014-01-19,2014-03-28,1150.0
2014-01-05,2014-06-17,1165.0
2014-01-10,2014-03-14,1180.0
2014-01-05,2014-06-30,933.0
2014-01-15,2014-06-27,1013.0
2014-01-28,2014-06-27,1389.0
2014-01-08,2014-06-26,1063.0
2014-01-09,2014-03-03,1197.0
2014-01-23,2014-06-27,953.0
2014-01-11,2014-06-14,1314.0
2014-01-28,2014-06-21,1427.0
2014-01-11,2014-06-01,1163.0
2014-01-05,2014-05-24,1343.0
2014-01-19,2014-03-12,1316.0
2014-01-16,2014-05-31,1504.0
2014-01-10,2014-06-16,987.0
2014-01-11,2014-02-23,1082.0
2014-01-12,2014-04-15,1275.0
2014-01-19,2014-06-21,1044.0
2014-01-24,2014-06-09,1256.0
2014-01-23,2014-06-29,1182.0
2014-01-30,2014-05-02,1108.0
2014-01-17,2014-06-29,1506.0
2014-01-26,2014-04-10,1232.0
2014-01-21,2014-06-12,1184.0
2014-01-14,2014-05-10,1123.0
2014-01-24,2014-06-02,1048.0
2014-01-17,2014-06-30,1031.0
2014-01-28,2014-04-14,1061.0
2014-01-23,2014-06-23,957.0
2014-01-11,2014-05-04,1468.0
2014-01-02,2014-06-19,1001.0
2014-01-01,2014-02-24,1219.0
2014-01-10,2014-06-07,1445.0
2014-01-19,2014-06-21,1437.0
2014-01-23,2014-05-02,1174.0
2014-01-25,2014-05-29,1411.0
2014-01-03,2014-02-23,1502.0
2014-01-04,2014-05-31,1321.0
2014-01-21,2014-05-31,1346.0
2014-01-03,2014-06-14,1333.0
2014-01-02,2014-06-29,1350.0
2014-01-24,2014-05-03,1340.0
2014-01-11,2014-04-22,1255.0
2014-01-05,2014-06-21,1335.0
2014-01-06,2014-06-29,1298.0
2014-01-31,2014-06-10,1229.0
2014-01-02,2014-04-14,1000.0
2014-01-18,2014-04-24,1465.0
2014-01-28,2014-05-19,1437.0
2014-01-19,2014-04-26,1386.0
2014-01-10,2014-04-13,1110.0
2014-01-26,2014-05-19,1375.0
2014-01-24,2014-03-23,1195.0
2014-01-14,2014-06-25,1103.0
2014-01-31,2014-05-18,1020.0
2014-01-08,2014-03-14,1432.0
2014-01-19,2014-04-18,1392.0
2014-01-04,2014-06-05,1062.0
2014-01-18,2014-05-03,1248.0
2014-01-14,2014-03-02,1225.0
2014-01-11,2014-06-19,1124.0
2014-01-19,2014-03-08,1419.0
2014-01-27,2014-05-18,1131.0
2014-01-25,2014-04-19,874.0
2014-01-28,2014-05-08,1248.0
2014-01-30,2014-06-13,1351.0
2014-01-01,2014-05-06,1163.0
2014-01-14,2014-06-07,1392.0
2014-01-01,2014-06-30,1189.0
2014-01-17,2014-06-10,1313.0
2014-01-15,2014-04-26,1042.0
2014-01-01,2014-03-09,1402.0
2014-01-20,2014-04-29,1092.0
2014-01-03,2014-03-14,985.0
2014-01-07,2014-06-16,1531.0
2014-01-01,2014-04-12,1512.0
2014-01-09,2014-06-27,1278.0
2014-01-23,2014-06-19,1272.0
2014-01-26,2014-05-19,1258.0
2014-01-25,2014-06-22,1331.0
2014-01-04,2014-05-25,1328.0
2014-01-14,2014-04-24,1115.0
2014-01-10,2014-06-19,1495.0
2014-01-04,2014-06-10,1149.0
2014-01-06,2014-06-27,1357.0
2014-01-01,2014-03-08,1220.0
2014-01-11,2014-04-06,1234.0
2014-01-26,2014-06-01,1345.0
2014-01-21,2014-03-02,1420.0
2014-01-10,2014-04-21,1022.0
2014-01-07,2014-06-23,1012.0
2014-01-06,2014-06-22,1452.0
2014-01-25,2014-02-18,1195.0
2014-01-21,2014-06-22,1116.0
2014-01-02,2014-06-02,1102.0
2014-01-15,2014-03-30,1240.0
2014-01-29,2014-05-08,1323.0
2014-01-22,2014-05-29,1370.0
2014-01-05,2014-06-26,1475.0
2014-01-28,2014-06-30,1133.0
2014-01-18,2014-06-26,1303.0
2014-01-11,2014-05-25,1315.0
2014-01-13,2014-05-10,996.0
2014-01-27,2014-06-27,1304.0
2014-01-23,2014-04-18,1416.0
2014-01-28,2014-04-20,1195.0
2014-01-24,2014-06-30,1043.0
2014-01-01,2014-06-11,1082.0
2014-01-19,2014-06-28,1036.0
2014-01-10,2014-03-09,1138.0
2014-01-24,2014-06-27,1059.0
2014-01-30,2014-04-06,1362.0
2014-01-23,2014-06-21,1253.0
2014-01-12,2014-05-27,1021.0
2014-01-11,2014-06-08,1271.0
2014-01-23,2014-06-26,1097.0
2014-01-26,2014-03-23,1076.0
2014-01-10,2014-05-24,1515.0
2014-01-07,2014-06-07,917.0
2014-01-17,2014-02-25,891.0
2014-01-24,2014-06-14,1376.0
2014-01-23,2014-05-11,1167.0
2014-01-08,2014-04-11,1151.0
2014-01-11,2014-05-28,1220.0
2014-01-11,2014-06-30,1259.0
2014-01-18,2014-06-29,1029.0
2014-01-01,2014-03-01,1460.0
2014-01-31,2014-06-21,1279.0
2014-01-25,2014-03-15,1398.0
2014-01-23,2014-05-11,1037.0
2014-01-13,2014-06-24,1285.0
2014-01-25,2014-03-16,1231.0
2014-01-25,2014-02-27,1238.0
2014-01-10,2014-05-31,1301.0
2014-01-30,2014-03-06,1569.0
2014-01-19,2014-06-27,1416.0
2014-01-20,2014-05-01,1399.0
2014-01-23,2014-05-10,1326.0
2014-01-03,2014-06-01,1458.0
2014-01-30,2014-03-06,955.0
2014-01-18,2014-03-27,1162.0
2014-01-30,2014-05-26,1003.0
2014-01-06,2014-06-22,1224.0
2014-01-23,2014-04-14,1051.0
2014-01-21,2014-06-30,1584.0
2014-01-09,2014-06-28,1612.0
2014-01-27,2014-06-30,893.0
2014-01-11,2014-06-22,1218.0
2014-01-25,2014-06-20,1197.0
2014-01-03,2014-06-14,1435.0
2014-01-17,2014-06-29,1069.0
2014-01-12,2014-04-18,1406.0
2014-01-12,2014-03-09,1370.0
2014-01-27,2014-03-16,1337.0
2014-01-15,2014-05-30,1402.0
2014-01-29,2014-06-22,1356.0
2014-01-12,2014-06-28,1040.0
2014-01-06,2014-06-27,1287.0
2014-01-27,2014-03-10,1159.0
2014-01-27,2014-06-06,1155.0
2014-01-01,2014-04-24,1315.0
2014-01-19,2014-04-21,930.0
2014-01-11,2014-03-17,1170.0
2014-01-21,2014-06-30,1251.0
2014-01-19,2014-06-22,1136.0
2014-01-29,2014-06-24,1173.0
2014-01-10,2014-04-27,995.0
2014-01-26,2014-06-24,1118.0
2014-01-04,2014-06-28,935.0
2014-01-13,2014-05-09,1369.0
2014-01-18,2014-06-08,1601.0
2014-01-13,2014-06-07,1363.0
2014-01-04,2014-06-21,960.0
2014-01-28,2014-06-08,1392.0
2014-01-23,2014-06-14,1340.0
2014-01-19,2014-06-23,1474.0
2014-01-31,2014-03-10,1544.0
2014-01-10,2014-06-20,818.0
2014-01-22,2014-06-26,1318.0
2014-01-11,2014-02-19,1469.0
2014-01-31,2014-02-25,1011.0
2014-01-21,2014-05-27,1131.0
2014-01-06,2014-06-29,1093.0
2014-01-27,2014-06-21,1216.0
2014-01-09,2014-03-17,1572.0
2014-01-30,2014-06-19,1195.0
2014-01-31,2014-05-11,1254.0
2014-01-09,2014-04-08,1132.0
2014-01-26,2014-05-24,1022.0
2014-01-06,2014-03-09,1573.0
2014-01-03,2014-06-14,1291.0
2014-01-17,2014-05-11,1550.0
2014-01-08,2014-03-15,1380.0
2014-01-25,2014-06-30,1395.0
2014-01-06,2014-05-10,1525.0
2014-01-15,2014-06-28,1014.0
2014-01-11,2014-06-27,1248.0
2014-01-09,2014-04-28,1263.0
2014-01-03,2014-03-01,1060.0
2014-01-17,2014-06-02,1337.0
2014-01-09,2014-06-22,1219.0
2014-01-22,2014-06-28,1238.0
2014-01-26,2014-06-21,1060.0
2014-01-30,2014-04-05,1405.0
2014-01-02,2014-05-07,1017.0
2014-01-07,2014-06-14,1004.0
2014-01-04,2014-03-21,1280.0
2014-01-27,2014-06-14,1628.0
2014-01-29,2014-03-30,1271.0
2014-01-13,2014-04-26,843.0
2014-01-27,2014-04-25,1022.0
2014-01-06,2014-06-04,1222.0
2014-01-14,2014-02-20,1306.0
2014-01-04,2014-03-15,1484.0
2014-01-05,2014-06-30,1596.0
2014-01-16,2014-05-20,1378.0
2014-01-28,2014-02-21,1266.0
2014-01-20,2014-06-25,1304.0
2014-01-20,2014-04-05,1336.0
2014-01-21,2014-05-04,1211.0
2014-01-07,2014-05-21,1078.0
2014-01-24,2014-05-30,1438.0
2014-01-03,2014-06-28,940.0
2014-01-16,2014-04-09,1204.0
2014-01-29,2014-06-28,1179.0
2014-01-07,2014-02-25,1400.0
2014-01-09,2014-06-28,1443.0
2014-01-11,2014-06-18,867.0
2014-01-22,2014-04-02,978.0
2014-01-10,2014-04-07,1325.0
2014-01-11,2014-04-13,1029.0
2014-01-09,2014-05-24,1173.0
2014-01-10,2014-04-23,1265.0
2014-01-21,2014-06-30,768.0
2014-01-01,2014-06-22,1374.0
2014-01-24,2014-06-01,1326.0
2014-01-24,2014-02-17,1157.0
2014-01-15,2014-06-01,1645.0
2014-01-17,2014-06-15,1456.0
2014-01-01,2014-06-05,1398.0
2014-01-10,2014-03-26,1206.0
2014-01-31,2014-06-18,851.0
2014-01-18,2014-06-28,1176.0
2014-01-23,2014-03-14,1027.0
2014-01-10,2014-06-25,1025.0
2014-01-12,2014-06-30,1250.0
2014-01-16,2014-06-27,1219.0
2014-01-03,2014-06-28,1214.0
2014-01-25,2014-05-10,1167.0
2014-01-25,2014-06-30,1060.0
2014-01-24,2014-04-06,786.0
2014-01-15,2014-04-16,1178.0
2014-01-01,2014-04-11,1446.0
2014-01-11,2014-06-19,1267.0
2014-01-20,2014-05-15,1178.0
2014-01-27,2014-05-27,1300.0
2014-01-09,2014-04-27,1167.0
2014-01-03,2014-06-16,1215.0
2014-01-30,2014-05-03,1049.0
2014-01-19,2014-06-29,958.0
2014-01-18,2014-06-01,1320.0
2014-01-28,2014-04-25,806.0
2014-01-11,2014-04-24,1153.0
2014-01-03,2014-03-08,1031.0
2014-01-19,2014-06-27,1294.0
2014-01-05,2014-06-22,762.0
2014-01-01,2014-03-05,1373.0
2014-01-09,2014-03-28,1289.0
2014-01-13,2014-06-18,1476.0
2014-01-27,2014-06-30,1096.0
2014-01-23,2014-03-16,1001.0
2014-01-09,2014-06-30,903.0
2014-01-19,2014-06-22,1372.0
2014-01-16,2014-06-18,1559.0
2014-01-22,2014-06-28,961.0
2014-01-24,2014-06-28,1502.0
2014-01-11,2014-06-22,975.0
2014-01-31,2014-06-12,1321.0
2014-01-26,2014-03-17,1478.0
2014-01-18,2014-06-24,1019.0
2014-01-14,2014-05-19,1144.0
2014-01-17,2014-05-25,1236.0
2014-01-26,2014-06-15,1262.0
2014-01-18,2014-06-05,1161.0
2014-01-14,2014-06-25,927.0
2014-01-17,2014-04-08,1029.0
2014-01-27,2014-05-17,960.0
2014-01-13,2014-06-29,1405.0
2014-01-06,2014-03-16,1274.0
2014-01-24,2014-05-30,1581.0
2014-01-13,2014-06-01,1270.0
2014-01-18,2014-06-20,1114.0
2014-01-31,2014-04-12,1142.0
2014-01-18,2014-02-24,897.0
2014-01-27,2014-05-21,918.0
2014-01-11,2014-06-08,951.0
2014-01-27,2014-06-29,994.0
2014-01-29,2014-03-02,1257.0
2014-01-25,2014-06-27,1133.0
2014-01-23,2014-03-05,1215.0
2014-01-15,2014-06-30,1132.0
2014-01-06,2014-06-28,1258.0
2014-01-31,2014-06-22,1178.0
2014-01-07,2014-05-16,1141.0
2014-01-18,2014-06-26,1402.0
2014-01-09,2014-06-30,1153.0
2014-01-10,2014-06-21,1396.0
2014-01-19,2014-06-30,1533.0
2014-01-14,2014-06-21,1114.0
2014-01-17,2014-06-23,965.0
2014-01-07,2014-05-25,1385.0
2014-01-21,2014-05-14,1253.0
2014-01-01,2014-06-04,1186.0
2014-01-26,2014-06-16,1311.0
2014-01-31,2014-06-27,1166.0
2014-01-11,2014-05-22,1236.0
2014-01-19,2014-06-29,1244.0
2014-01-31,2014-03-22,1020.0
2014-01-29,2014-06-01,1470.0
2014-01-23,2014-02-19,1364.0
2014-01-04,2014-05-22,1467.0
2014-01-13,2014-03-17,1286.0
2014-01-21,2014-03-09,1153.0
2014-01-19,2014-05-08,1231.0
2014-01-31,2014-06-03,1430.0
2014-01-11,2014-06-23,1364.0
2014-01-14,2014-06-11,1688.0
2014-01-29,2014-05-20,1147.0
2014-01-01,2014-06-06,1291.0
2014-01-20,2014-05-09,1056.0
2014-01-04,2014-03-21,1072.0
2014-01-02,2014-05-29,1325.0
2014-01-26,2014-04-16,1458.0
2014-01-24,2014-03-15,1166.0
2014-01-21,2014-05-26,1244.0
2014-01-01,2014-06-29,1367.0
2014-01-03,2014-06-21,1136.0
